"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-1", "1038", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1039", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1040", "SYSTEM", "Method Exit", " returner=Database:1#request_write:8, value=<void>"
"Thread-0", "1041", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "1042", "SYSTEM", "Method Returned", " "
"Thread-1", "1043", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1044", "SYSTEM", "Field Write", " context=Database:1, ww=2"
"Thread-1", "1045", "SYSTEM", "Field Read", " context=Writer:2, d"
"Thread-0", "1046", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1047", "SYSTEM", "Field Read", " context=Writer:2, x"
"Thread-0", "1048", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-1", "1049", "SYSTEM", "Method Call", " caller=Writer:2#run:2, target=Database:1#write:6"
"Thread-1", "1050", "SYSTEM", "Method Entered", " "
"Thread-1", "1051", "SYSTEM", "Variable Write", " context=Database:1#write:6, x=10"
"Thread-1", "1052", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1053", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "1054", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-0", "1055", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1056", "SYSTEM", "Field Write", " context=Database:1, data=12021"
"Thread-0", "1057", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "1058", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1059", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-1", "1060", "SYSTEM", "Method Exit", " returner=Database:1#write:6, value=<void>"
"Thread-0", "1061", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1062", "SYSTEM", "Method Returned", " "
"Thread-1", "1063", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1064", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "1065", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "1066", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1067", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-5", "1068", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-5", "1069", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "1070", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-5", "1071", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "1072", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "1073", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "1074", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-7", "1075", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "1076", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "1077", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "1078", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "1079", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "1080", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-6", "1081", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "1082", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-6", "1083", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "1084", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "1085", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-3", "1086", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-3", "1087", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-3", "1088", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "1089", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-3", "1090", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-3", "1091", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "1092", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "1093", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "1094", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-1", "1095", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1096", "SYSTEM", "Field Read", " context=Writer:2, d"
"Thread-1", "1097", "SYSTEM", "Method Call", " caller=Writer:2#run:2, target=Database:1#done_write:6"
"Thread-1", "1098", "SYSTEM", "Method Entered", " "
"Thread-1", "1099", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1100", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "1101", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1102", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "1103", "SYSTEM", "Field Write", " context=Database:1, w=0"
"Thread-1", "1104", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1105", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-1", "1106", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1107", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-2", "1108", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1109", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1110", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "1111", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1112", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "1113", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "1114", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1115", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-9", "1116", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "1117", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "1118", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "1119", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1120", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-5", "1121", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "1122", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1123", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "1124", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1125", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "1126", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "1127", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "1128", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1129", "SYSTEM", "Method Exit", " returner=Database:1#done_write:6, value=<void>"
"Thread-7", "1130", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "1131", "SYSTEM", "Method Returned", " "
"Thread-1", "1132", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "1133", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "1134", "SYSTEM", "Variable Write", " context=Writer:2#run:2, i=2"
"Thread-1", "1135", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "1136", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1137", "SYSTEM", "Field Read", " context=Writer:2, d"
"Thread-7", "1138", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "1139", "SYSTEM", "Method Call", " caller=Writer:2#run:2, target=Database:1#request_write:11"
"Thread-1", "1140", "SYSTEM", "Method Entered", " "
"Thread-1", "1141", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "1142", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1143", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1144", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "1145", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-2", "1146", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "1147", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-2", "1148", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1149", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-2", "1150", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "1151", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1152", "SYSTEM", "Field Write", " context=Database:1, w=1"
"Thread-2", "1153", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1154", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1155", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-2", "1156", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "1157", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1158", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "1159", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "1160", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "1161", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1162", "SYSTEM", "Method Exit", " returner=Database:1#request_write:3, value=<void>"
"Thread-4", "1163", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "1164", "SYSTEM", "Method Returned", " "
"Thread-2", "1165", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "1166", "SYSTEM", "Field Write", " context=Database:1, ww=2"
"Thread-2", "1167", "SYSTEM", "Field Read", " context=Writer:3, d"
"Thread-4", "1168", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1169", "SYSTEM", "Field Read", " context=Writer:3, x"
"Thread-4", "1170", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-2", "1171", "SYSTEM", "Method Call", " caller=Writer:3#run:3, target=Database:1#write:7"
"Thread-2", "1172", "SYSTEM", "Method Entered", " "
"Thread-2", "1173", "SYSTEM", "Variable Write", " context=Database:1#write:7, x=100"
"Thread-2", "1174", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "1175", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "1176", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-4", "1177", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1178", "SYSTEM", "Field Write", " context=Database:1, data=12121"
"Thread-4", "1179", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "1180", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "1181", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-2", "1182", "SYSTEM", "Method Exit", " returner=Database:1#write:7, value=<void>"
"Thread-4", "1183", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1184", "SYSTEM", "Method Returned", " "
"Thread-2", "1185", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "1186", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "1187", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "1188", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "1189", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-8", "1190", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-8", "1191", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "1192", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "1193", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "1194", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "1195", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-9", "1196", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-9", "1197", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "1198", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "1199", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "1200", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "1201", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-5", "1202", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-5", "1203", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "1204", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-5", "1205", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1206", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "1207", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-1", "1208", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-1", "1209", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "1210", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1211", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "1212", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-1", "1213", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1214", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "1215", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1216", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-2", "1217", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1218", "SYSTEM", "Field Read", " context=Writer:3, d"
"Thread-2", "1219", "SYSTEM", "Method Call", " caller=Writer:3#run:3, target=Database:1#done_write:7"
"Thread-2", "1220", "SYSTEM", "Method Entered", " "
"Thread-2", "1221", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1222", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "1223", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1224", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "1225", "SYSTEM", "Field Write", " context=Database:1, w=0"
"Thread-2", "1226", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1227", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-2", "1228", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1229", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1230", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-0", "1231", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "1232", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1233", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "1234", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "1235", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "1236", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1237", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "1238", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "1239", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-2", "1240", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "1241", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1242", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "1243", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "1244", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1245", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1246", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "1247", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "1248", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "1249", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1250", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1251", "SYSTEM", "Method Exit", " returner=Database:1#done_write:7, value=<void>"
"Thread-0", "1252", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "1253", "SYSTEM", "Method Returned", " "
"Thread-2", "1254", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1255", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-2", "1256", "SYSTEM", "Variable Write", " context=Writer:3#run:3, i=1"
"Thread-2", "1257", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1258", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "1259", "SYSTEM", "Field Read", " context=Writer:3, d"
"Thread-0", "1260", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-2", "1261", "SYSTEM", "Method Call", " caller=Writer:3#run:3, target=Database:1#request_write:12"
"Thread-2", "1262", "SYSTEM", "Method Entered", " "
"Thread-2", "1263", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1264", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "1265", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "1266", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1267", "SYSTEM", "Field Write", " context=Database:1, w=1"
"Thread-0", "1268", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1269", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1270", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-0", "1271", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "1272", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1273", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "1274", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "1275", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "1276", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1277", "SYSTEM", "Method Exit", " returner=Database:1#request_write:6, value=<void>"
"Thread-3", "1278", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "1279", "SYSTEM", "Method Returned", " "
"Thread-0", "1280", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "1281", "SYSTEM", "Field Write", " context=Database:1, ww=2"
"Thread-0", "1282", "SYSTEM", "Field Read", " context=Writer:1, d"
"Thread-3", "1283", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1284", "SYSTEM", "Field Read", " context=Writer:1, x"
"Thread-3", "1285", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-0", "1286", "SYSTEM", "Method Call", " caller=Writer:1#run:1, target=Database:1#write:8"
"Thread-0", "1287", "SYSTEM", "Method Entered", " "
"Thread-0", "1288", "SYSTEM", "Variable Write", " context=Database:1#write:8, x=1"
"Thread-0", "1289", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "1290", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "1291", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-3", "1292", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1293", "SYSTEM", "Field Write", " context=Database:1, data=12122"
"Thread-3", "1294", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "1295", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "1296", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-0", "1297", "SYSTEM", "Method Exit", " returner=Database:1#write:8, value=<void>"
